pos	ac	het	n
5542	12	12	200
5754	3	3	200
5851	10	10	200
5983	1	1	200
6091	11	9	200
6159	77	45	200
6312	1	1	200
6324	80	44	200
6457	79	47	200
6645	25	21	200
6978	78	46	200
6986	1	1	200
6996	3	3	200
7132	62	44	200
7175	200	0	200
7220	200	0	200
7280	1	1	200
7431	2	2	200
7754	1	1	200
7812	8	8	200
7839	13	11	200
7869	10	10	200
8120	80	44	200
8132	19	19	200
8350	200	0	200
8361	200	0	200
8653	200	0	200
9076	3	3	200
9537	10	10	200
9556	8	8	200
9770	192	8	200
9774	3	3	200
9837	191	9	200
9876	10	10	200
9894	2	2	200
9897	198	2	200
9913	198	2	200
9925	1	1	200
9946	3	3	200
9948	1	1	200
9964	1	1	200
9971	1	1	200
9991	78	46	200
10127	9	9	200
10249	78	46	200
10629	6	6	200
10820	1	1	200
11025	8	8	200
11222	6	4	200
11367	2	2	200
11553	1	1	200
11567	199	1	200
11823	1	1	200
11847	1	1	200
12016	26	20	200
12137	12	12	200
12213	200	0	200
12258	10	10	200
12425	8	8	200
12612	174	20	200
12623	25	21	200
12797	79	47	200
12802	124	44	200
12977	10	10	200
13026	18	18	200
13295	8	8	200
13415	4	4	200
13456	7	7	200
13476	78	46	200
13657	200	0	200
13827	197	3	200
13921	199	1	200
13926	1	1	200
13933	1	1	200
43	15	15	166
100	11	11	160
125	2	2	190
310	2	2	194
361	61	59	156
391	1	1	190
439	12	12	166
441	14	14	156
695	5	5	180
796	64	64	168
821	7	7	178
981	63	61	150
1055	1	1	200
1055	13	13	160
1110	1	1	196
1113	93	93	196
1115	15	15	164
1177	2	2	192
1193	1	1	192
1226	1	1	194
1378	1	1	200
1429	68	64	162
1432	69	69	160
1482	69	67	162
1507	70	66	164
1513	15	15	170
1524	68	66	166
1540	14	14	170
1614	1	1	190
1622	16	16	170
1647	67	67	162
1653	75	73	176
1656	68	68	166
1713	19	19	182
1724	3	3	194
1735	2	2	196
1749	1	1	186
1787	2	2	194
1945	4	4	182
1953	67	65	162
1972	12	12	160
1972	98	98	200
2077	1	1	196
2220	13	13	168
121	133	31	200
230	7	7	200
306	1	1	200
420	134	32	200
615	34	20	200
695	200	0	200
828	51	25	200
890	134	32	200
1030	9	5	200
1058	192	6	200
1060	192	6	200
1086	192	6	200
1104	192	6	200
1804	11	11	200
2068	5	5	200
2180	2	2	200
2208	35	21	200
2231	34	20	200
2267	2	2	200
2344	1	1	200
2431	6	6	200
2538	2	2	200
2784	133	31	200
2937	200	0	200
2941	200	0	200
3051	134	32	200
3223	16	14	200
3254	6	6	200
3285	200	0	200
3326	200	0	200
3440	35	21	200
3471	134	30	200
3504	65	31	200
3528	68	30	200
3658	7	5	200
3688	2	2	200
3880	6	6	200
3931	128	38	200
4080	1	1	200
4131	7	7	200
4153	126	36	200
4348	66	32	200
4478	66	32	200
4575	2	2	200
4693	5	5	200
4705	192	6	200
4734	67	31	200
4739	136	30	200
4782	66	32	200
5010	8	6	200
5013	39	35	200
5195	66	32	200
91	1	1	198
138	16	16	164
167	1	1	192
212	98	98	200
240	102	98	200
326	2	2	190
419	13	13	164
800	3	3	186
932	2	2	194
1085	4	4	190
1420	37	35	138
1515	8	8	192
1571	2	2	196
1676	29	29	142
1720	3	3	198
2092	5	5	188
2228	1	1	192
2292	96	94	198
2295	20	20	156
2407	13	13	152
2509	13	13	148
2558	5	5	196
2625	98	98	198
2856	1	1	192
2895	13	13	154
2984	20	20	136
445	50	38	200
508	68	48	200
656	49	39	200
710	70	48	200
743	69	49	200
774	3	3	200
847	67	47	200
875	131	49	200
899	5	5	200
1113	69	47	200
1117	130	48	200
1156	70	46	200
1170	1	1	200
1217	131	49	200
1234	131	49	200
1244	69	49	200
1249	72	46	200
1305	69	49	200
1316	34	26	200
1329	13	13	200
1347	132	48	200
1360	69	49	200
1429	70	48	200
1439	18	14	200
1464	70	48	200
1475	130	48	200
1503	69	49	200
1682	71	47	200
1722	4	4	200
1747	17	13	200
134	1	1	198
343	5	5	184
360	81	79	170
418	1	1	200
432	1	1	168
474	11	11	162
27	1	1	200
82	194	6	200
146	76	52	200
218	186	14	200
224	13	13	200
233	186	14	200
237	186	14	200
270	21	19	200
432	21	19	200
500	93	51	200
746	200	0	200
783	9	9	200
795	105	49	200
859	107	51	200
983	2	2	200
1118	3	3	200
1196	1	1	200
1319	107	49	200
1434	4	4	200
1449	6	6	200
1453	194	6	200
1461	193	5	200
1522	6	6	200
1527	6	6	200
1528	194	6	200
1609	1	1	200
1612	108	48	200
1614	107	51	200
1695	6	6	200
1819	93	51	200
2107	93	51	200
2163	3	3	200
2186	93	49	200
2243	197	3	200
2249	197	3	200
2428	107	51	200
2436	1	1	200
2530	107	51	200
2878	6	6	200
2938	21	19	200
3262	3	3	200
3372	20	20	200
3834	81	49	200
3873	23	21	200
4073	2	2	200
4343	1	1	200
4444	200	0	200
4549	108	50	200
4552	92	50	200
4600	2	2	200
4612	200	0	200
4665	4	4	200
4703	87	49	200
4859	42	32	200
4915	6	6	200
5093	4	4	200
5213	200	0	200
5503	1	1	200
5665	92	50	200
5791	93	51	200
5956	93	51	200
5964	21	19	200
6210	92	50	200
6303	6	6	200
6359	6	6	200
6400	194	6	200
6423	6	6	200
6482	6	6	200
6493	194	6	200
66	200	0	200
105	2	2	200
107	200	0	200
129	26	22	200
220	24	18	200
304	26	22	200
326	173	21	200
375	26	22	200
412	27	21	200
439	2	2	200
492	175	21	200
581	1	1	200
603	174	22	200
635	26	22	200
644	26	22	200
688	173	21	200
713	25	21	200
714	26	22	200
753	26	22	200
784	26	22	200
867	26	22	200
886	4	4	200
900	174	20	200
911	25	21	200
927	174	22	200
1091	175	21	200
1173	1	1	200
1183	28	22	200
1211	28	24	200
1259	26	22	200
1312	26	22	200
1314	1	1	200
1319	26	22	200
1332	26	22	200
1363	174	22	200
1376	4	4	200
1393	26	22	200
1399	175	21	200
1402	1	1	200
1408	176	20	200
1480	1	1	200
1556	26	22	200
1592	7	5	200
1614	26	22	200
1671	10	10	200
1683	3	3	200
1706	174	22	200
1810	26	22	200
1969	3	3	200
2140	27	21	200
2296	26	22	200
2450	141	39	200
2454	1	1	200
2460	26	22	200
2495	1	1	200
2514	60	38	200
2533	60	38	200
2535	58	38	200
2612	8	8	200
2616	141	39	200
2628	61	37	200
2656	26	22	200
2703	196	4	200
3043	199	1	200
3046	172	22	200
3145	166	30	200
3148	34	30	200
3161	140	40	200
3220	3	3	200
3459	174	22	200
3610	27	21	200
3702	3	3	200
3737	13	13	200
3813	173	21	200
3838	8	8	200
3896	26	22	200
3901	1	1	200
4111	200	0	200
4152	200	0	200
4153	14	12	200
4275	7	7	200
4333	173	21	200
4348	1	1	200
4409	26	22	200
4411	174	22	200
4504	173	21	200
4563	166	30	200
4567	165	29	200
4598	36	28	200
4599	166	30	200
78	37	37	126
124	95	95	196
136	100	96	196
168	6	6	158
185	102	98	200
189	1	1	200
264	2	2	190
322	2	2	196
36	19	19	200
615	11	11	200
940	6	6	200
1105	1	1	200
1215	1	1	200
1561	1	1	200
1564	24	20	200
1603	18	18	200
1664	199	1	200
1684	1	1	200
1692	15	15	200
1697	58	42	200
1743	1	1	200
1757	1	1	200
1763	35	27	200
1827	17	17	200
1834	5	5	200
1878	5	5	200
2060	5	5	200
2072	5	5	200
2090	195	5	200
2107	195	5	200
2196	56	42	200
2273	58	44	200
2390	5	5	200
2601	1	1	200
2841	200	0	200
3036	5	5	200
3166	200	0	200
3432	1	1	200
3520	1	1	200
3534	199	1	200
3576	1	1	200
3588	1	1	200
3620	1	1	200
3658	199	1	200
3670	1	1	200
3824	59	43	200
3835	38	30	200
4018	1	1	200
4165	2	2	200
4171	2	2	200
4214	17	17	200
4295	200	0	200
4386	3	3	200
4444	1	1	200
4701	171	23	200
4793	11	9	200
4812	188	10	200
4907	19	19	200
4948	200	0	200
5192	36	30	200
5202	6	6	200
5228	36	30	200
5259	164	30	200
5407	2	2	200
5469	2	2	200
5498	198	2	200
5554	8	8	200
5763	15	15	200
6004	21	19	200
6038	22	18	200
6388	2	2	200
6803	112	52	200
6906	3	3	200
7336	4	4	200
7409	142	44	200
7443	1	1	200
7530	3	3	200
7630	195	5	200
7922	5	5	200
8086	1	1	200
8294	5	5	200
8361	200	0	200
8432	5	5	200
8443	10	8	200
8502	26	20	200
8536	5	5	200
8606	1	1	200
8730	1	1	200
8822	6	6	200
8841	194	6	200
8926	5	5	200
9002	3	3	200
9132	197	3	200
9168	10	10	200
9225	199	1	200
9236	34	28	200
9238	199	1	200
9257	1	1	200
9318	200	0	200
9729	10	8	200
9879	1	1	200
10116	1	1	200
10162	2	2	200
10532	2	2	200
10803	2	2	200
10838	112	52	200
11082	185	15	200
11089	185	15	200
11090	184	14	200
11138	12	12	200
11187	15	15	200
11239	137	49	200
11384	3	3	200
11430	200	0	200
11435	200	0	200
11595	11	7	200
12672	9	7	200
12738	199	1	200
12799	199	1	200
12840	1	1	200
12869	199	1	200
13064	3	3	200
13151	2	2	200
13197	5	5	200
13213	5	5	200
13300	1	1	200
13520	8	8	200
13608	2	2	200
13617	192	6	200
13620	2	2	200
13640	2	2	200
13645	58	44	200
13784	1	1	200
13931	10	8	200
14178	12	12	200
14237	1	1	200
14536	13	13	200
14983	6	6	200
15140	58	44	200
15614	200	0	200
15625	200	0	200
15636	111	53	200
15732	3	3	200
15935	200	0	200
15993	3	3	200
16015	3	3	200
16053	197	3	200
16069	197	3	200
16080	197	3	200
16145	197	3	200
16172	197	3	200
16417	200	0	200
16421	200	0	200
16587	3	3	200
16768	2	2	200
16805	1	1	200
16861	1	1	200
16872	12	12	200
16892	12	12	200
17052	1	1	200
17064	9	7	200
17314	124	54	200
17483	124	54	200
17512	8	8	200
17622	4	4	200
17681	2	2	200
17872	36	30	200
17913	16	12	200
18301	110	52	200
18349	2	2	200
18392	199	1	200
18448	199	1	200
18500	1	1	200
18546	164	30	200
18697	15	15	200
18747	185	15	200
18800	185	13	200
18857	15	15	200
18908	1	1	200
19069	200	0	200
19242	112	52	200
19360	15	15	200
19415	2	2	200
19460	199	1	200
19513	199	1	200
19517	1	1	200
19529	1	1	200
19535	1	1	200
19647	13	13	200
19861	15	15	200
19905	5	5	200
20125	13	13	200
20169	166	28	200
20170	167	27	200
20171	34	26	200
20355	1	1	200
20428	16	14	200
20502	165	27	200
20510	2	2	200
20510	49	37	200
20913	2	2	200
20922	5	5	200
20932	5	5	200
21408	135	47	200
21698	60	42	200
21791	4	4	200
21832	200	0	200
21950	7	7	200
21960	200	0	200
22324	1	1	200
22558	200	0	200
22624	1	1	200
22909	5	5	200
22982	200	0	200
23169	5	5	200
23276	58	44	200
23677	2	2	200
23678	1	1	200
24188	151	37	200
24428	4	4	200
24564	10	8	200
24573	3	3	200
24649	2	2	200
24713	1	1	200
24761	2	2	200
24991	1	1	200
25006	1	1	200
25234	2	2	200
25499	1	1	200
29	4	4	192
181	1	1	190
223	98	98	200
271	1	1	194
1057	3	1	172
1074	28	28	130
1103	35	35	154
1118	33	33	134
1124	14	14	154
1151	8	8	162
114	9	9	200
131	37	33	200
167	182	16	200
207	2	2	200
227	34	32	200
276	182	16	200
312	19	15	200
318	18	16	200
328	19	15	200
544	7	7	200
548	5	5	200
550	200	0	200
829	2	2	200
839	194	6	200
879	200	0	200
917	200	0	200
923	200	0	200
996	30	22	200
1006	200	0	200
1008	200	0	200
1016	2	2	200
1278	200	0	200
1304	200	0	200
1595	200	0	200
1766	7	7	200
1785	3	3	200
1789	197	3	200
1891	3	3	200
1893	3	3	200
1898	197	3	200
2539	200	0	200
2964	1	1	200
2973	11	11	200
2980	37	33	200
3551	9	9	200
3744	4	4	200
3770	2	2	200
3838	161	35	200
4214	38	34	200
4389	30	20	200
4425	152	38	200
4570	17	17	200
4633	2	2	200
4727	39	31	200
4801	5	5	200
5037	7	7	200
5289	9	9	200
5411	200	0	200
5412	9	9	200
5435	200	0	200
5492	30	22	200
5761	6	6	200
6015	3	3	200
6111	1	1	200
6254	1	1	200
6267	6	6	200
6470	30	22	200
6606	100	46	200
6687	34	28	200
6701	36	26	200
6787	1	1	200
6961	49	31	200
6995	2	2	200
7014	198	2	200
7438	30	22	200
7460	38	34	200
7864	8	6	200
8135	5	5	200
8165	200	0	200
8330	6	6	200
8526	2	2	200
8615	35	27	200
8691	17	17	200
8706	1	1	200
8752	5	5	200
8844	6	6	200
9123	94	48	200
9133	101	45	200
9146	1	1	200
9283	55	35	200
9290	18	16	200
9530	200	0	200
9585	16	16	200
9589	200	0	200
10136	200	0	200
10260	200	0	200
10356	200	0	200
10424	200	0	200
10459	200	0	200
10508	200	0	200
10513	200	0	200
10520	200	0	200
10871	6	6	200
11353	1	1	200
11359	5	5	200
11697	191	9	200
11703	191	9	200
11719	191	9	200
11749	2	2	200
11888	200	0	200
12077	1	1	200
12145	7	7	200
12258	17	17	200
12340	6	4	200
12428	19	15	200
12504	200	0	200
12523	200	0	200
12532	163	33	200
12540	5	5	200
12556	1	1	200
12776	4	4	200
12796	200	0	200
12817	200	0	200
13175	9	9	200
13630	195	5	200
13705	7	7	200
13711	3	3	200
13739	186	14	200
13759	191	9	200
13862	17	17	200
13902	38	34	200
13915	38	34	200
14103	1	1	200
14154	5	5	200
14238	5	5	200
14453	200	0	200
14509	200	0	200
14768	5	5	200
14851	7	5	200
14917	30	22	200
14920	169	21	200
14939	30	22	200
14976	30	22	200
14984	170	22	200
15000	29	21	200
15323	7	7	200
15536	7	7	200
15539	9	9	200
15595	191	9	200
15643	191	9	200
15715	190	8	200
15724	191	9	200
15786	147	43	200
15811	2	2	200
15816	154	38	200
15819	4	2	200
15827	161	33	200
15858	38	34	200
15859	38	34	200
15894	162	32	200
15934	161	35	200
16042	2	2	200
16045	1	1	200
16253	2	0	200
16430	200	0	200
16438	200	0	200
16458	3	3	200
16583	200	0	200
16633	1	1	200
16668	1	1	200
16729	6	6	200
16796	19	15	200
16820	18	16	200
17085	1	1	200
17100	2	2	200
17253	3	3	200
17284	40	30	200
17416	9	9	200
17436	18	16	200
17608	18	18	200
17621	10	8	200
17625	200	0	200
17946	191	9	200
17956	1	1	200
18366	38	32	200
18386	38	32	200
18466	9	9	200
18469	5	5	200
18511	200	0	200
18582	39	33	200
19085	200	0	200
19125	3	3	200
19310	53	35	200
19456	9	9	200
19504	30	20	200
19545	1	1	200
19676	1	1	200
19717	1	1	200
19744	7	5	200
19784	1	1	200
20069	1	1	200
20156	12	12	200
20172	12	12	200
20186	188	12	200
20226	4	4	200
20271	4	4	200
20303	196	4	200
20416	196	4	200
20490	196	4	200
20494	196	4	200
20503	5	5	200
20813	18	16	200
20934	6	6	200
20974	37	33	200
21661	6	6	200
21766	200	0	200
21776	199	1	200
21784	48	32	200
21838	200	0	200
21901	5	5	200
21961	195	5	200
22092	148	44	200
22332	8	6	200
22445	38	34	200
22517	39	33	200
22574	163	33	200
22590	39	33	200
22594	38	34	200
22624	38	34	200
22703	19	15	200
22715	38	34	200
22735	162	32	200
22743	38	34	200
22755	5	5	200
22791	17	17	200
22984	3	3	200
22999	197	3	200
23011	197	3	200
23015	3	3	200
23031	3	3	200
23086	18	16	200
23090	200	0	200
23197	1	1	200
23325	30	22	200
23411	38	34	200
23435	200	0	200
23626	147	43	200
23713	4	4	200
23788	17	17	200
24080	6	6	200
24113	152	32	200
24604	191	9	200
24652	191	9	200
24979	18	16	200
24996	1	1	200
25031	39	29	200
25080	5	5	200
25219	200	0	200
25298	200	0	200
25314	200	0	200
25322	2	2	200
25331	200	0	200
25436	17	17	200
26038	7	7	200
26140	9	9	200
26217	18	16	200
26236	1	1	200
26374	200	0	200
26409	200	0	200
26526	200	0	200
26586	200	0	200
26773	1	1	200
26929	33	27	200
27275	6	6	200
27350	9	9	200
27380	5	5	200
27416	2	2	200
27620	18	16	200
27714	18	16	200
27847	30	22	200
27879	5	5	200
28118	17	17	200
28145	1	1	200
28298	11	11	200
28343	9	9	200
28585	200	0	200
28642	200	0	200
28700	34	28	200
28937	162	34	200
28964	162	32	200
29080	6	4	200
29169	54	36	200
29276	9	9	200
29284	30	22	200
29423	3	1	200
29521	1	1	200
29551	40	30	200
29567	3	3	200
29595	6	6	200
124	4	4	188
173	5	5	178
284	1	1	198
305	97	97	196
313	44	44	136
466	3	3	188
552	102	98	200
736	12	12	164
747	8	8	148
775	3	3	200
775	8	8	182
1083	3	3	198
1191	9	9	144
1201	1	1	200
1299	4	4	170
26	1	1	200
41	199	1	200
108	35	25	200
241	4	4	200
332	1	1	200
544	32	24	200
666	1	1	200
771	6	6	200
773	200	0	200
821	7	7	200
826	25	23	200
879	73	39	200
903	129	39	200
923	100	48	200
1178	1	1	200
1213	198	2	200
1277	2	2	200
1315	1	1	200
1359	2	2	200
1658	1	1	200
1667	34	24	200
1917	190	10	200
1978	74	42	200
2287	195	3	200
2535	2	2	200
2824	2	2	200
2846	3	3	200
2905	196	4	200
2920	26	20	200
2939	2	2	200
2964	197	3	200
2977	97	45	200
2990	3	3	200
3112	127	41	200
3159	126	40	200
3186	126	42	200
3212	74	42	200
3269	2	2	200
3379	24	22	200
3438	7	7	200
3655	8	8	200
3679	126	42	200
3722	129	39	200
4179	6	6	200
4730	74	42	200
5165	7	7	200
5220	3	3	200
31	1	1	198
39	4	4	188
41	8	8	158
61	11	11	180
134	17	17	200
137	16	16	200
324	2	2	200
482	165	29	200
485	16	16	200
875	5	5	200
965	18	16	200
988	5	5	200
996	1	1	200
1189	200	0	200
1194	200	0	200
1203	200	0	200
1220	1	1	200
1616	18	16	200
1658	17	17	200
1881	2	2	200
2173	59	33	200
2232	182	16	200
2357	18	16	200
2374	1	1	200
2404	18	16	200
2840	2	2	200
2855	2	2	200
2894	200	0	200
3188	0	0	200
3224	1	1	200
3452	18	18	200
3474	2	2	200
3508	0	0	200
3522	1	1	200
3712	17	17	200
3734	182	16	200
3763	18	16	200
3765	182	16	200
3796	28	28	200
3915	7	7	200
4034	13	11	200
4217	0	0	200
4242	3	3	200
4664	183	17	200
4694	1	1	200
4702	11	11	200
4710	1	1	200
4873	1	1	200
5258	7	7	200
5328	197	3	200
5358	3	3	200
5382	3	3	200
5418	197	3	200
5691	4	4	200
5886	1	1	200
5900	199	1	200
6361	198	2	200
6404	21	17	200
6445	200	0	200
6490	2	2	200
6512	2	2	200
6513	1	1	200
6627	200	0	200
6845	7	7	200
7573	1	1	200
7670	5	5	200
7857	200	0	200
7891	198	2	200
7980	200	0	200
8243	200	0	200
8560	1	1	200
9037	18	16	200
9039	18	16	200
9189	12	12	200
9443	2	2	200
9494	17	17	200
9646	2	2	200
9658	1	1	200
9792	17	17	200
9802	1	1	200
9852	1	1	200
9857	2	2	200
9859	1	1	200
9969	62	42	200
10020	12	12	200
10841	18	16	200
10856	18	16	200
10924	13	11	200
10937	184	14	200
10966	182	16	200
11008	18	16	200
11041	165	29	200
11050	182	16	200
11053	18	16	200
11073	79	37	200
11109	10	10	200
11298	200	0	200
11515	8	8	200
11605	17	17	200
12280	196	4	200
12358	4	4	200
12372	1	1	200
12393	9	9	200
12443	196	4	200
12461	196	4	200
12467	4	4	200
12481	4	4	200
12488	17	17	200
12680	5	5	200
12723	166	28	200
12753	19	15	200
12888	3	3	200
12985	17	17	200
13254	3	3	200
13557	2	2	200
13714	60	40	200
13875	1	1	200
14202	182	16	200
14323	21	21	200
14555	51	31	200
14602	13	11	200
14637	1	1	200
14852	18	16	200
15139	1	1	200
15297	60	40	200
15393	2	2	200
15452	199	1	200
15517	17	17	200
15606	17	17	200
15779	1	1	200
15980	7	7	200
16174	200	0	200
16195	200	0	200
16265	130	44	200
16298	71	43	200
16436	12	12	200
16686	60	40	200
16690	61	41	200
16774	175	19	200
16892	1	1	200
17071	24	20	200
17162	200	0	200
17185	180	14	200
17216	200	0	200
17276	200	0	200
17409	1	1	200
17659	165	29	200
17906	200	0	200
17923	0	0	200
17964	200	0	200
18087	1	1	200
18102	1	1	200
18132	1	1	200
18140	1	1	200
18389	30	26	200
18435	199	1	200
18437	1	1	200
18478	3	3	200
18566	4	4	200
18593	195	3	200
18963	1	1	200
19033	200	0	200
19225	12	12	200
19266	1	1	200
19354	199	1	200
19381	199	1	200
19455	1	1	200
19545	2	2	200
19600	198	2	200
19626	1	1	200
19684	18	16	200
19775	198	2	200
19783	198	2	200
20683	200	0	200
20686	200	0	200
20861	184	16	200
21078	2	2	200
21170	197	3	200
21212	197	3	200
21223	3	3	200
21238	197	3	200
21244	179	15	200
21250	3	3	200
21255	3	3	200
21301	194	6	200
21332	3	3	200
21381	180	18	200
21403	2	2	200
21413	3	3	200
21440	3	3	200
21931	183	17	200
22043	3	3	200
22053	12	12	200
22084	183	15	200
22833	1	1	200
22849	183	17	200
22934	200	0	200
23010	28	28	200
23067	184	16	200
23141	184	16	200
23239	18	16	200
23283	17	17	200
23593	6	6	200
23644	10	10	200
23666	190	10	200
23917	1	1	200
24213	200	0	200
24267	183	17	200
24626	8	8	200
24867	19	15	200
24900	1	1	200
24913	1	1	200
24959	3	3	200
25018	164	28	200
25279	9	7	200
25467	200	0	200
25550	198	2	200
25587	1	1	200
25843	4	4	200
25931	1	1	200
26037	200	0	200
26144	200	0	200
26244	1	1	200
26847	2	0	200
26871	1	1	200
26888	1	1	200
27022	1	1	200
27023	16	16	200
27147	1	1	200
27176	199	1	200
27203	199	1	200
27232	2	2	200
27358	1	1	200
27552	1	1	200
27803	200	0	200
27952	200	0	200
27953	183	17	200
28070	3	3	200
28539	200	0	200
28741	184	16	200
28890	200	0	200
28950	200	0	200
29044	3	3	200
29215	1	1	200
29272	17	17	200
29992	1	1	200
30284	17	17	200
30401	200	0	200
30498	9	9	200
30825	1	1	200
31162	200	0	200
31186	200	0	200
31197	200	0	200
31210	200	0	200
31237	62	38	200
31351	3	3	200
31395	195	5	200
31480	48	34	200
31529	200	0	200
32667	10	10	200
32825	200	0	200
32935	183	17	200
32939	18	16	200
32952	164	28	200
32967	2	2	200
32975	17	17	200
33020	1	1	200
33140	200	0	200
33167	200	0	200
33383	199	1	200
33627	200	0	200
33669	200	0	200
33964	200	0	200
34292	200	0	200
34393	7	7	200
34412	200	0	200
34598	24	20	200
34771	1	1	200
34836	1	1	200
34843	62	42	200
34875	2	2	200
35021	199	1	200
35104	200	0	200
35141	200	0	200
35237	2	2	200
35307	200	0	200
35812	200	0	200
36001	1	1	200
36553	8	8	200
36600	20	14	200
36614	180	14	200
36644	1	1	200
36661	181	13	200
36767	200	0	200
36915	17	17	200
36986	17	17	200
37106	3	3	200
37244	1	1	200
37308	7	7	200
37363	200	0	200
37642	200	0	200
37670	200	0	200
38376	196	4	200
38473	18	16	200
38502	184	16	200
38618	183	17	200
38650	17	17	200
38665	183	17	200
38775	200	0	200
38794	183	17	200
39129	1	1	200
39212	19	15	200
39378	200	0	200
39474	12	12	200
39486	12	12	200
39584	200	0	200
39691	2	2	200
39836	183	17	200
40099	1	1	200
40175	2	0	200
40539	17	17	200
40583	2	2	200
40909	200	0	200
40926	58	34	200
40981	1	1	200
41494	11	11	200
160	23	23	154
268	16	16	144
291	7	7	184
327	1	1	194
438	17	17	138
588	1	1	198
613	5	5	168
620	8	8	156
633	4	4	190
692	2	2	200
815	3	3	184
829	7	7	174
930	2	2	182
933	4	4	184
1195	4	4	184
1314	2	2	176
1405	51	51	150
1599	24	24	132
1617	7	7	174
1657	5	5	196
1702	95	91	196
1726	16	16	142
1798	7	7	188
1897	12	12	162
2176	7	7	182
2250	20	20	152
2308	15	15	144
2369	3	3	188
2582	13	13	180
111	1	1	200
386	200	0	200
403	2	2	200
502	7	7	200
669	114	44	200
884	3	3	200
1248	13	13	200
1251	12	12	200
1405	86	44	200
1689	88	50	200
1834	1	1	200
1838	10	8	200
1886	5	5	200
2014	8	8	200
2066	13	13	200
2116	12	8	200
2270	10	10	200
2391	26	22	200
2635	35	29	200
2767	1	1	200
2782	28	24	200
2798	115	45	200
2809	114	42	200
2872	86	44	200
3033	3	1	200
3393	114	44	200
3424	59	43	200
3456	85	45	200
3475	8	8	200
3649	85	45	200
3659	88	42	200
3672	85	45	200
3685	4	4	200
3715	200	0	200
3747	5	5	200
3756	20	20	200
3838	4	4	200
3888	8	8	200
3975	1	1	200
3979	199	1	200
4009	4	4	200
4064	1	1	200
4245	1	1	200
4460	200	0	200
4699	86	44	200
4708	115	45	200
4751	115	45	200
4755	117	43	200
4794	8	8	200
5087	84	44	200
5312	10	10	200
46	23	23	134
198	10	10	142
210	4	4	158
340	5	5	152
454	9	9	146
498	1	1	200
564	29	29	158
682	6	6	154
762	7	7	178
771	2	2	190
1048	27	27	148
1104	1	1	198
1316	6	6	160
1343	49	47	138
1346	7	7	158
1372	52	52	138
1403	54	54	150
325	197	3	200
459	7	7	200
462	3	3	200
538	8	8	200
798	2	2	200
952	6	6	200
989	193	7	200
1099	7	7	200
1127	7	7	200
1180	7	7	200
1508	1	1	200
1596	1	1	200
1655	8	8	200
1692	8	8	200
1926	7	7	200
1991	2	2	200
2028	200	0	200
2071	200	0	200
2207	192	8	200
2223	200	0	200
2415	7	7	200
2462	8	8	200
2646	22	20	200
2697	1	1	200
2698	20	16	200
2794	13	9	200
2807	16	14	200
2865	198	2	200
2916	1	1	200
2949	1	1	200
3039	1	1	200
3098	21	21	200
3197	8	8	200
3381	8	8	200
3564	1	1	200
3609	20	20	200
3657	200	0	200
3972	8	8	200
4125	192	8	200
4157	7	7	200
4261	200	0	200
4482	21	21	200
4509	8	8	200
4552	192	8	200
4583	192	8	200
4584	8	8	200
4586	6	6	200
4596	192	8	200
4738	8	8	200
4810	1	1	200
4837	192	8	200
4863	200	0	200
4877	1	1	200
5052	5	5	200
5124	102	44	200
5172	200	0	200
5221	7	7	200
5290	21	21	200
5295	31	27	200
5317	1	1	200
5388	1	1	200
5431	15	13	200
5482	1	1	200
5484	193	7	200
5509	7	7	200
5514	193	7	200
5599	186	12	200
5645	14	12	200
5647	14	12	200
5677	186	12	200
5680	186	12	200
5685	1	1	200
5712	186	12	200
5727	2	2	200
5776	198	2	200
5959	21	21	200
6093	12	10	200
6155	171	29	200
6282	1	1	200
6287	1	1	200
6299	199	1	200
6373	2	2	200
6408	1	1	200
6573	12	12	200
6805	3	3	200
7067	3	1	200
7077	8	8	200
7104	9	5	200
7123	8	8	200
7189	192	8	200
7488	1	1	200
7582	200	0	200
7634	8	8	200
7755	19	19	200
7883	8	8	200
7938	7	7	200
8107	5	5	200
8136	171	29	200
8197	7	7	200
8352	2	2	200
8520	21	21	200
8637	192	8	200
8841	200	0	200
8942	1	1	200
8953	9	7	200
8960	62	42	200
9197	2	2	200
9331	8	8	200
9334	1	1	200
9341	199	1	200
9425	1	1	200
9432	199	1	200
9441	6	6	200
9454	12	12	200
9680	5	5	200
9784	187	11	200
9865	198	2	200
9992	8	8	200
10110	7	5	200
10158	1	1	200
10422	7	7	200
10438	8	8	200
10505	159	31	200
10771	1	1	200
10777	200	0	200
10793	200	0	200
10870	188	12	200
10891	8	8	200
11089	1	1	200
11174	188	10	200
11227	9	9	200
11252	9	9	200
11254	4	4	200
11272	6	6	200
11288	192	8	200
11294	42	32	200
11316	22	20	200
11332	185	13	200
11377	1	1	200
11449	200	0	200
11472	200	0	200
11478	200	0	200
24	6	6	176
47	16	16	150
180	39	39	136
255	33	33	134
328	1	1	200
431	1	1	198
452	102	98	200
496	28	28	128
655	98	98	200
3	96	42	200
61	4	4	200
164	96	42	200
221	33	25	200
246	105	41	200
247	103	43	200
535	18	18	200
845	7	7	200
848	1	1	200
867	192	6	200
930	82	40	200
959	1	1	200
1004	2	2	200
1089	18	18	200
1491	200	0	200
1498	15	15	200
1502	200	0	200
1788	85	41	200
1920	15	13	200
1920	95	41	200
1995	1	1	200
2148	3	3	200
2180	87	39	200
